# iz z min  max  N  mean sigma skew kurt sum sum  robust[N mean sig med]
186 101172858941.000000  -0.004144 0.004134 79630  0.000007 0.001124 0.004360 -0.032611  0.594332 -0.049820   79091 0.000006 0.001092 0.000006
187 101179648788.500000  -0.005140 0.004934 79625  -0.000001 0.001104 -0.048272 0.297822  -0.068214 0.005718   78723 0.000005 0.001049 0.000004
188 101186438636.000000  -0.003691 0.003938 79623  0.000006 0.001079 0.101967 -0.017605  0.458285 -0.038416   79059 -0.000004 0.001048 -0.000023
189 101193228483.500000  -0.004083 0.004468 79625  0.000019 0.001072 0.059953 0.040020  1.498158 -0.125584   79013 0.000017 0.001037 0.000003
190 101200018331.000000  -0.004322 0.004762 79631  -0.000009 0.001136 0.056225 0.180655  -0.753218 0.063139   78831 -0.000015 0.001087 -0.000014
191 101206808178.500000  -0.004255 0.003884 79638  0.000018 0.001038 -0.035887 -0.034011  1.466369 -0.122919   79135 0.000023 0.001009 0.000030
192 101213598026.000000  -0.004298 0.004739 79644  0.000015 0.001134 0.134243 0.154566  1.231129 -0.103200   78778 0.000002 0.001084 -0.000013
193 101220387873.500000  -0.003884 0.004628 79632  -0.000016 0.001085 0.038671 0.040373  -1.300496 0.109014   79044 -0.000016 0.001051 -0.000022
194 101227177721.000000  -0.004140 0.004108 79633  0.000006 0.001110 -0.009841 -0.031741  0.491627 -0.041211   79008 0.000008 0.001075 0.000009
195 101233967568.500000  -0.005188 0.003886 79640  -0.000001 0.001126 -0.185850 0.116068  -0.042404 0.003555   78960 0.000017 0.001085 0.000032
196 101240757416.000000  -0.004251 0.004958 79645  -0.000012 0.001114 0.109139 0.108225  -0.958085 0.080312   78921 -0.000023 0.001072 -0.000030
197 101247547263.500000  -0.003778 0.004838 79647  0.000004 0.001119 0.063552 -0.051187  0.283570 -0.023770   79185 -0.000007 0.001091 -0.000004
198 101254337111.000000  -0.003797 0.004176 79645  0.000007 0.001132 0.061909 -0.119262  0.575583 -0.048248   79203 0.000000 0.001107 -0.000007
199 101261126958.500000  -0.005098 0.004194 79644  -0.000004 0.001102 -0.028556 0.079020  -0.354829 0.029744   79090 -0.000001 0.001067 0.000006
200 101267916806.000000  -0.003816 0.004090 79643  -0.000009 0.001108 0.090778 -0.090429  -0.706112 0.059190   79133 -0.000016 0.001081 -0.000022
201 101274706653.500000  -0.004482 0.004175 79642  0.000003 0.001078 -0.044696 0.126064  0.246837 -0.020691   78861 0.000006 0.001035 0.000008
202 101281496501.000000  -0.005655 0.003899 79631  0.000004 0.001114 -0.076062 0.096341  0.287804 -0.024125   79165 0.000009 0.001083 0.000001
203 101288286348.500000  -0.004509 0.004842 79668  0.000007 0.001171 0.050503 -0.007702  0.592676 -0.049681   79104 0.000004 0.001136 -0.000011
204 101295076196.000000  -0.003825 0.004587 79647  -0.000014 0.001109 0.074013 -0.012272  -1.118515 0.093760   79120 -0.000021 0.001078 -0.000021
205 101301866043.500000  -0.003770 0.005025 79648  0.000002 0.001099 0.186365 0.094916  0.190561 -0.015974   79067 -0.000013 0.001063 -0.000036
206 101308655891.000000  -0.003788 0.004722 79648  0.000013 0.001072 0.106209 0.116394  1.072992 -0.089944   78963 0.000003 0.001033 0.000001
207 101315445738.500000  -0.004015 0.003981 79654  -0.000008 0.001095 -0.082952 -0.160484  -0.647034 0.054238   79310 -0.000007 0.001075 0.000021
208 101322235586.000000  -0.004268 0.004318 79651  -0.000023 0.001084 -0.039387 0.044197  -1.853184 0.155344   79007 -0.000023 0.001049 -0.000019
209 101329025433.500000  -0.004389 0.004505 79654  -0.000021 0.001097 -0.002556 0.050012  -1.648427 0.138180   79080 -0.000016 0.001062 -0.000025
210 101335815281.000000  -0.003897 0.004134 79652  -0.000000 0.001137 0.000544 -0.131102  -0.036174 0.003032   79267 -0.000000 0.001115 -0.000010
211 101342605128.500000  -0.005043 0.003894 79652  -0.000003 0.001123 -0.059494 0.080164  -0.208058 0.017441   78935 0.000000 0.001082 0.000016
212 101349394976.000000  -0.004110 0.004403 79653  0.000015 0.001113 0.003536 0.010468  1.206429 -0.101129   79007 0.000018 0.001076 0.000002
213 101356184823.500000  -0.004293 0.004796 79658  0.000036 0.001139 -0.020673 0.073586  2.860382 -0.239772   79001 0.000038 0.001099 0.000041
214 101362974671.000000  -0.004122 0.005439 79661  0.000037 0.001167 0.126423 0.160299  2.920063 -0.244775   78920 0.000024 0.001120 0.000008
215 101369764518.500000  -0.004939 0.005660 79661  0.000019 0.001151 0.024823 0.486897  1.500095 -0.125746   78764 0.000019 0.001088 0.000024
216 101376554366.000000  -0.004116 0.010402 79664  0.000053 0.001228 0.699181 3.862403  4.189351 -0.351174   78484 0.000013 0.001100 0.000029
217 101383344213.500000  -0.004347 0.015852 79664  0.000048 0.001305 1.550538 12.163613  3.786489 -0.317403   78417 -0.000009 0.001109 0.000006
218 101390134061.000000  -0.004228 0.008470 79660  0.000033 0.001172 0.249343 1.291187  2.665637 -0.223448   78723 0.000013 0.001096 0.000037
219 101396923908.500000  -0.003906 0.004549 79662  0.000006 0.001122 0.040151 0.048101  0.482225 -0.040423   79049 -0.000002 0.001086 0.000008
220 101403713756.000000  -0.003884 0.005366 79662  0.000015 0.001167 0.016619 0.173640  1.155181 -0.096833   78915 0.000008 0.001120 0.000023
221 101410503603.500000  -0.004320 0.009928 79663  0.000051 0.001203 0.964256 5.532808  4.076157 -0.341685   78437 0.000010 0.001049 0.000019
222 101417293451.000000  -0.004278 0.013487 79660  0.000042 0.001226 1.089424 7.780553  3.373626 -0.282795   78682 0.000004 0.001086 0.000016
223 101424083298.500000  -0.004702 0.009942 79662  0.000025 0.001229 0.566445 3.324085  1.952519 -0.163670   78606 -0.000003 0.001119 0.000009
224 101430873146.000000  -0.004050 0.005816 79655  0.000016 0.001145 0.088687 0.229688  1.270403 -0.106492   78935 0.000004 0.001098 0.000013
225 101437662993.500000  -0.005439 0.005231 79652  0.000026 0.001132 0.024874 0.214371  2.091562 -0.175326   79062 0.000023 0.001090 0.000037
226 101444452841.000000  -0.004560 0.004027 79653  0.000014 0.001114 0.013175 0.097635  1.103848 -0.092530   78898 0.000009 0.001072 0.000013
227 101451242688.500000  -0.004242 0.004082 79649  0.000007 0.001131 0.084585 -0.065608  0.547570 -0.045900   79138 0.000004 0.001100 -0.000013
228 101458032536.000000  -0.004194 0.004139 79647  0.000015 0.001106 0.019622 0.013244  1.203663 -0.100897   79083 0.000015 0.001073 0.000009
229 101464822383.500000  -0.004353 0.003488 79649  -0.000009 0.001148 -0.096142 -0.092901  -0.716840 0.060089   79177 0.000000 0.001122 0.000011
230 101471612231.000000  -0.004603 0.004788 79647  -0.000005 0.001120 -0.080783 0.272420  -0.390066 0.032697   78568 0.000002 0.001059 0.000025
231 101478402078.500000  -0.004025 0.005083 79644  -0.000003 0.001161 0.099289 -0.051858  -0.257767 0.021607   79163 -0.000008 0.001131 -0.000051
232 101485191926.000000  -0.004051 0.004308 79639  0.000008 0.001129 0.043767 -0.115954  0.602693 -0.050521   79251 0.000006 0.001107 -0.000014
233 101491981773.500000  -0.004353 0.004376 79639  0.000009 0.001122 0.097739 0.019965  0.749106 -0.062794   78965 -0.000003 0.001083 0.000003
234 101498771621.000000  -0.004272 0.004111 79645  -0.000007 0.001122 -0.077710 0.080023  -0.569765 0.047761   78929 -0.000002 0.001081 0.000014
235 101505561468.500000  -0.004284 0.004187 79646  0.000023 0.001088 0.128599 -0.033058  1.825462 -0.153020   79113 0.000015 0.001058 -0.000007
236 101512351316.000000  -0.003794 0.003623 79647  0.000012 0.001043 -0.058147 -0.113879  0.960054 -0.080477   79210 0.000014 0.001020 0.000030
237 101519141163.500000  -0.003994 0.004389 79646  -0.000011 0.001100 0.014553 0.010249  -0.885100 0.074194   79067 -0.000012 0.001066 -0.000008
238 101525931011.000000  -0.003756 0.004271 79640  0.000003 0.001115 -0.000120 -0.082766  0.247007 -0.020705   79101 -0.000000 0.001085 0.000012
239 101532720858.500000  -0.003688 0.004979 79639  -0.000000 0.001100 0.114648 0.157407  -0.024696 0.002070   78939 -0.000013 0.001058 -0.000002
240 101539510706.000000  -0.003959 0.004642 79641  -0.000015 0.001120 0.027974 0.096182  -1.209039 0.101348   78955 -0.000018 0.001079 -0.000006
241 101546300553.500000  -0.004324 0.003954 79640  -0.000001 0.001086 -0.042951 -0.020228  -0.118274 0.009914   79105 0.000003 0.001057 0.000007
242 101553090401.000000  -0.004760 0.003711 79640  -0.000010 0.001062 -0.051937 -0.007931  -0.811756 0.068046   79116 -0.000006 0.001032 -0.000010
243 101559880248.500000  -0.004283 0.004794 79642  0.000012 0.001134 0.046396 -0.002049  0.928393 -0.077823   79107 0.000006 0.001102 0.000011
244 101566670096.000000  -0.004030 0.004739 79643  0.000005 0.001097 0.084681 -0.069719  0.375109 -0.031444   79251 0.000001 0.001073 -0.000024
245 101573459943.500000  -0.004584 0.004198 79643  0.000021 0.001118 0.064432 0.068993  1.702608 -0.142722   79006 0.000019 0.001080 0.000011
246 101580249791.000000  -0.003676 0.003816 79645  -0.000012 0.001052 0.041518 -0.160003  -0.946381 0.079331   79297 -0.000015 0.001033 -0.000026
247 101587039638.500000  -0.004435 0.003461 79644  -0.000022 0.001105 -0.043894 -0.080516  -1.773062 0.148627   79150 -0.000020 0.001079 -0.000014
248 101593829486.000000  -0.003655 0.004027 79644  0.000003 0.001056 -0.008947 -0.069189  0.254629 -0.021344   79169 0.000004 0.001030 0.000009
249 101600619333.500000  -0.004553 0.004300 79645  0.000002 0.001159 0.079543 0.003152  0.173615 -0.014553   79047 -0.000003 0.001124 -0.000019
250 101607409181.000000  -0.003476 0.003917 79644  0.000001 0.001071 0.076279 -0.220485  0.103977 -0.008716   79369 -0.000004 0.001056 -0.000006
251 101614199028.500000  -0.004861 0.004488 79643  -0.000014 0.001130 -0.042151 0.125620  -1.144539 0.095941   78920 -0.000012 0.001087 -0.000004
252 101620988876.000000  -0.004886 0.003882 79643  0.000003 0.001121 0.003256 -0.046459  0.225633 -0.018914   79211 0.000005 0.001094 0.000003
253 101627778723.500000  -0.004248 0.003792 79639  0.000013 0.001097 -0.017923 -0.111848  1.024426 -0.085873   79244 0.000017 0.001074 0.000009
254 101634568571.000000  -0.004374 0.003725 79640  0.000005 0.001072 0.116301 -0.048981  0.388881 -0.032598   79083 -0.000001 0.001041 -0.000035
255 101641358418.500000  -0.003961 0.003802 79629  0.000016 0.001110 -0.037369 -0.113898  1.253311 -0.105059   79258 0.000021 0.001090 0.000017
256 101648148266.000000  -0.004164 0.004462 79637  -0.000012 0.001114 0.014744 -0.027203  -0.955182 0.080068   79106 -0.000011 0.001083 -0.000014
257 101654938113.500000  -0.004199 0.004695 79636  0.000002 0.001144 0.035557 0.168214  0.175576 -0.014718   78835 -0.000004 0.001096 0.000010
258 101661727961.000000  -0.004024 0.004475 79635  -0.000004 0.001096 0.035640 -0.032225  -0.323070 0.027081   79095 -0.000005 0.001066 -0.000013
259 101668517808.500000  -0.003978 0.003794 79631  0.000014 0.001112 -0.071108 -0.106076  1.144691 -0.095954   79240 0.000021 0.001090 0.000037
260 101675307656.000000  -0.003867 0.004024 79629  -0.000013 0.001074 0.054725 -0.069181  -1.004050 0.084165   79116 -0.000013 0.001046 -0.000033
261 101682097503.500000  -0.004117 0.003683 79627  -0.000004 0.001096 -0.053477 -0.237571  -0.296545 0.024858   79404 0.000000 0.001084 0.000021
262 101688887351.000000  -0.005396 0.004260 79623  0.000014 0.001101 0.014321 0.248167  1.100772 -0.092272   78824 0.000012 0.001052 0.000010
263 101695677198.500000  -0.004581 0.004793 79620  0.000004 0.001147 -0.003502 0.109774  0.350194 -0.029355   78895 0.000005 0.001103 0.000014
264 101702467046.000000  -0.003806 0.003843 79623  0.000010 0.001107 -0.042095 -0.155459  0.766933 -0.064288   79269 0.000011 0.001088 0.000030
265 101709256893.500000  -0.003947 0.004882 79618  -0.000012 0.001141 0.023273 -0.004623  -0.952770 0.079866   79066 -0.000014 0.001108 -0.000016
266 101716046741.000000  -0.004765 0.004316 79621  -0.000018 0.001188 -0.084733 -0.008823  -1.467010 0.122973   79060 -0.000011 0.001154 0.000007
267 101722836588.500000  -0.003636 0.005415 79623  -0.000005 0.001145 0.097669 -0.098500  -0.383591 0.032155   79290 -0.000015 0.001124 -0.000028
268 101729626436.000000  -0.004924 0.005618 79625  -0.000001 0.001106 0.020522 0.285563  -0.077864 0.006527   78941 -0.000002 0.001061 0.000002
269 101736416283.500000  -0.004879 0.004428 79622  0.000006 0.001197 -0.012587 0.028187  0.456845 -0.038295   78972 0.000008 0.001157 -0.000003
270 101743206131.000000  -0.004866 0.004823 79622  0.000005 0.001176 0.000952 0.041177  0.414726 -0.034765   79082 0.000005 0.001141 0.000012
271 101749995978.500000  -0.006425 0.005288 79622  -0.000021 0.001206 -0.024861 0.004994  -1.690851 0.141736   79240 -0.000020 0.001177 -0.000012
272 101756785826.000000  -0.005124 0.004307 79624  -0.000007 0.001176 0.006597 0.000554  -0.521320 0.043700   79099 -0.000003 0.001142 -0.000022
273 101763575673.500000  -0.004637 0.004457 79621  -0.000003 0.001141 0.021514 -0.043634  -0.246617 0.020673   79119 0.000002 0.001112 -0.000021
274 101770365521.000000  -0.004570 0.004726 79620  -0.000011 0.001147 -0.021807 0.064110  -0.848045 0.071088   78946 -0.000010 0.001107 -0.000003
275 101777155368.500000  -0.004777 0.004574 79621  -0.000008 0.001196 0.038804 -0.047103  -0.655494 0.054947   79076 -0.000013 0.001164 -0.000004
276 101783945216.000000  -0.012942 0.012644 79625  -0.000037 0.002609 0.042215 0.479986  -2.929011 0.245525   78674 -0.000031 0.002469 -0.000080
