# iz z min  max  N  mean sigma skew kurt sum sum  robust[N mean sig med]
186 100669893520.000000  -0.002463 0.002897 74337  0.000002 0.000659 0.023974 0.070978  0.163065 -0.013356   73701 0.000002 0.000636 -0.000000
187 100676527814.500000  -0.002962 0.002707 74332  0.000001 0.000687 -0.004361 -0.038024  0.054486 -0.004463   73863 0.000001 0.000669 0.000000
188 100683162109.000000  -0.002759 0.002770 74341  0.000002 0.000673 0.025432 0.003494  0.168510 -0.013802   73806 0.000001 0.000654 -0.000001
189 100689796403.500000  -0.003294 0.003184 74339  -0.000002 0.000671 -0.020457 0.016110  -0.163000 0.013351   73850 -0.000001 0.000652 -0.000001
190 100696430698.000000  -0.003044 0.002773 74333  0.000000 0.000680 -0.028471 -0.049822  0.036439 -0.002985   73906 0.000001 0.000663 0.000003
191 100703064992.500000  -0.002618 0.003469 74338  0.000003 0.000672 0.041531 0.114667  0.248658 -0.020366   73720 0.000002 0.000648 -0.000001
192 100709699287.000000  -0.002579 0.002837 74333  -0.000000 0.000672 -0.009070 -0.004609  -0.001757 0.000144   73813 -0.000000 0.000653 0.000005
193 100716333581.500000  -0.002803 0.002597 74344  0.000005 0.000658 -0.009012 -0.011597  0.337137 -0.027613   73803 0.000006 0.000639 0.000007
194 100722967876.000000  -0.003116 0.002869 74348  -0.000001 0.000676 0.016780 0.015560  -0.104610 0.008568   73824 -0.000003 0.000656 -0.000004
195 100729602170.500000  -0.002622 0.002487 74340  0.000003 0.000673 -0.037276 -0.046700  0.219450 -0.017974   73865 0.000004 0.000655 0.000010
196 100736236465.000000  -0.003173 0.002644 74352  -0.000001 0.000681 -0.056067 0.064803  -0.057277 0.004691   73801 0.000003 0.000659 0.000002
197 100742870759.500000  -0.002732 0.002856 74341  -0.000001 0.000658 0.002635 0.047284  -0.099255 0.008129   73742 -0.000001 0.000636 -0.000004
198 100749505054.000000  -0.002827 0.002785 74351  0.000001 0.000652 0.007433 0.085825  0.109905 -0.009002   73714 0.000000 0.000629 0.000003
199 100756139348.500000  -0.002702 0.002851 74346  -0.000001 0.000674 -0.006918 -0.019950  -0.047430 0.003885   73881 -0.000001 0.000656 0.000001
200 100762773643.000000  -0.002952 0.002570 74353  0.000001 0.000659 -0.052044 0.033886  0.110290 -0.009033   73782 0.000004 0.000638 0.000010
201 100769407937.500000  -0.002835 0.002854 74356  0.000002 0.000662 -0.008708 0.015105  0.184458 -0.015108   73851 0.000003 0.000643 0.000006
202 100776042232.000000  -0.002873 0.002944 74347  0.000000 0.000684 -0.046035 0.003928  0.011790 -0.000966   73807 0.000003 0.000663 0.000008
203 100782676526.500000  -0.002679 0.002648 74354  0.000001 0.000667 -0.005323 -0.043313  0.094420 -0.007733   73891 0.000001 0.000650 0.000001
204 100789310821.000000  -0.002910 0.002674 74348  0.000001 0.000685 -0.009803 -0.055224  0.071803 -0.005881   73885 0.000001 0.000668 0.000005
205 100795945115.500000  -0.002485 0.002677 74356  -0.000002 0.000652 -0.015266 -0.008825  -0.180557 0.014788   73829 -0.000002 0.000633 -0.000001
206 100802579410.000000  -0.002435 0.002591 74359  0.000003 0.000649 0.020717 -0.066718  0.216354 -0.017720   73894 0.000001 0.000632 -0.000002
207 100809213704.500000  -0.002610 0.002816 74352  -0.000001 0.000652 -0.003226 0.006456  -0.064613 0.005292   73825 -0.000001 0.000633 0.000001
208 100815847999.000000  -0.002456 0.003183 74353  0.000000 0.000652 0.013092 0.047052  0.027179 -0.002226   73771 -0.000001 0.000631 -0.000004
209 100822482293.500000  -0.002806 0.002656 74352  -0.000000 0.000664 0.022711 0.034482  -0.033384 0.002734   73763 -0.000001 0.000643 -0.000004
210 100829116588.000000  -0.002832 0.002580 74353  -0.000001 0.000656 -0.003962 -0.020411  -0.078911 0.006463   73864 -0.000000 0.000638 -0.000001
211 100835750882.500000  -0.002670 0.002423 74354  0.000002 0.000649 -0.019083 -0.041238  0.158612 -0.012991   73869 0.000004 0.000632 0.000001
212 100842385177.000000  -0.002793 0.002820 74343  0.000006 0.000670 -0.032815 0.004756  0.422340 -0.034592   73821 0.000008 0.000651 0.000009
213 100849019471.500000  -0.002712 0.002456 74346  0.000003 0.000647 -0.031001 -0.016349  0.187290 -0.015340   73872 0.000005 0.000630 0.000005
214 100855653766.000000  -0.002867 0.002910 74352  -0.000000 0.000680 0.010531 0.047586  -0.014581 0.001194   73800 -0.000002 0.000658 0.000003
215 100862288060.500000  -0.002706 0.002628 74347  -0.000001 0.000652 0.011443 -0.023488  -0.093192 0.007633   73829 -0.000001 0.000634 -0.000002
216 100868922355.000000  -0.002768 0.002634 74358  -0.000000 0.000666 0.008788 0.001413  -0.036148 0.002961   73839 -0.000001 0.000647 -0.000002
217 100875556649.500000  -0.002630 0.002747 74349  -0.000001 0.000632 -0.014386 0.009931  -0.067107 0.005496   73797 -0.000001 0.000613 -0.000000
218 100882190944.000000  -0.003003 0.002781 74351  0.000002 0.000668 -0.033743 -0.008116  0.117253 -0.009604   73870 0.000003 0.000649 0.000006
219 100888825238.500000  -0.002680 0.003101 74359  -0.000002 0.000676 0.004728 -0.048810  -0.175908 0.014408   73874 -0.000002 0.000658 -0.000005
220 100895459533.000000  -0.003397 0.002444 74346  -0.000002 0.000641 -0.027646 -0.002893  -0.125430 0.010273   73853 0.000000 0.000623 -0.000002
221 100902093827.500000  -0.002772 0.002886 74358  -0.000001 0.000675 -0.006656 0.052763  -0.038762 0.003175   73768 -0.000001 0.000652 0.000001
222 100908728122.000000  -0.003166 0.002499 74350  0.000001 0.000638 -0.002186 0.024672  0.049573 -0.004060   73784 0.000001 0.000618 0.000002
223 100915362416.500000  -0.002485 0.002991 74347  0.000000 0.000660 0.006099 -0.003738  0.016167 -0.001324   73876 0.000000 0.000642 -0.000001
224 100921996711.000000  -0.002845 0.002814 74364  -0.000005 0.000665 -0.003496 0.072792  -0.386498 0.031656   73726 -0.000004 0.000641 -0.000004
225 100928631005.500000  -0.002578 0.002921 74354  -0.000001 0.000637 -0.011753 0.037523  -0.040007 0.003277   73817 -0.000001 0.000617 0.000000
226 100935265300.000000  -0.002860 0.002764 74364  0.000004 0.000670 -0.005692 0.049437  0.265582 -0.021752   73796 0.000003 0.000648 0.000009
227 100941899594.500000  -0.002585 0.002574 74362  0.000003 0.000647 -0.008042 0.023039  0.203725 -0.016686   73785 0.000003 0.000626 0.000004
228 100948533889.000000  -0.002757 0.003058 74371  0.000003 0.000653 0.017133 0.038126  0.189528 -0.015523   73800 0.000002 0.000632 0.000001
229 100955168183.500000  -0.002904 0.002900 74373  -0.000001 0.000690 -0.037967 -0.012910  -0.046794 0.003833   73852 0.000001 0.000670 0.000005
230 100961802478.000000  -0.002783 0.002884 74368  -0.000001 0.000657 -0.014896 -0.020791  -0.082538 0.006760   73900 -0.000001 0.000639 0.000001
231 100968436772.500000  -0.003046 0.003096 74367  -0.000001 0.000688 0.024330 0.028572  -0.052936 0.004336   73823 -0.000001 0.000668 -0.000008
232 100975071067.000000  -0.002601 0.002550 74365  0.000006 0.000645 -0.012087 0.016116  0.461195 -0.037774   73865 0.000006 0.000627 0.000008
233 100981705361.500000  -0.002850 0.002781 74370  -0.000001 0.000679 0.010314 0.060290  -0.087172 0.007140   73762 -0.000002 0.000656 -0.000001
234 100988339656.000000  -0.002795 0.002505 74365  -0.000002 0.000625 -0.049925 0.009672  -0.151358 0.012397   73868 0.000000 0.000607 0.000004
235 100994973950.500000  -0.002744 0.002821 74365  -0.000001 0.000657 -0.010072 0.029997  -0.062889 0.005151   73792 0.000001 0.000636 -0.000002
236 101001608245.000000  -0.003135 0.002642 74362  0.000003 0.000688 0.019372 -0.000762  0.196402 -0.016086   73828 0.000003 0.000668 0.000000
237 101008242539.500000  -0.002974 0.002665 74366  0.000001 0.000665 -0.008055 0.017328  0.052314 -0.004285   73844 0.000001 0.000645 0.000001
238 101014876834.000000  -0.002799 0.003095 74364  -0.000001 0.000677 -0.020743 0.056960  -0.084326 0.006907   73775 0.000000 0.000655 0.000002
239 101021511128.500000  -0.003246 0.002617 74370  0.000002 0.000656 -0.034917 0.028605  0.170798 -0.013989   73850 0.000004 0.000637 0.000006
240 101028145423.000000  -0.002906 0.002703 74370  0.000001 0.000680 0.005227 -0.031774  0.068476 -0.005609   73906 0.000002 0.000663 -0.000002
241 101034779717.500000  -0.002844 0.002690 74366  -0.000005 0.000686 -0.005030 -0.065536  -0.364638 0.029866   73921 -0.000005 0.000669 -0.000006
242 101041414012.000000  -0.002714 0.002842 74371  -0.000000 0.000656 0.064448 0.058205  -0.007647 0.000626   73772 -0.000003 0.000634 -0.000007
243 101048048306.500000  -0.002637 0.002885 74363  0.000001 0.000678 -0.016005 -0.012054  0.073964 -0.006058   73880 0.000002 0.000660 0.000004
244 101054682601.000000  -0.002733 0.002399 74374  0.000002 0.000641 -0.012279 0.001444  0.172063 -0.014093   73869 0.000003 0.000623 0.000001
245 101061316895.500000  -0.002878 0.002623 74381  -0.000003 0.000660 0.016503 -0.021997  -0.249289 0.020418   73896 -0.000002 0.000642 -0.000006
246 101067951190.000000  -0.002958 0.002821 74376  0.000001 0.000678 0.031253 0.093944  0.094686 -0.007755   73731 -0.000001 0.000654 -0.000004
247 101074585484.500000  -0.002991 0.002900 74384  0.000000 0.000674 -0.002807 0.018186  0.007496 -0.000614   73835 -0.000000 0.000653 0.000002
248 101081219779.000000  -0.003374 0.002735 74378  0.000001 0.000690 0.005758 0.011851  0.080938 -0.006629   73865 0.000001 0.000669 -0.000000
249 101087854073.500000  -0.002782 0.002785 74380  0.000000 0.000651 0.009767 -0.006599  0.034075 -0.002791   73896 0.000000 0.000633 -0.000002
250 101094488368.000000  -0.002885 0.002773 74374  -0.000001 0.000677 -0.014651 -0.020077  -0.072038 0.005900   73888 -0.000000 0.000658 0.000001
251 101101122662.500000  -0.002503 0.003003 74384  -0.000003 0.000663 0.008256 0.001898  -0.206444 0.016909   73886 -0.000003 0.000644 -0.000004
252 101107756957.000000  -0.002935 0.003120 74383  -0.000001 0.000660 0.012801 0.071839  -0.072518 0.005940   73828 -0.000000 0.000639 -0.000004
253 101114391251.500000  -0.003041 0.003824 74378  0.000002 0.000677 0.016387 0.060792  0.156010 -0.012778   73836 0.000001 0.000656 0.000003
254 101121025546.000000  -0.002766 0.002867 74389  0.000003 0.000671 -0.009040 0.002339  0.221215 -0.018119   73882 0.000003 0.000652 0.000005
255 101127659840.500000  -0.002851 0.003112 74385  0.000001 0.000700 -0.010713 -0.004529  0.068307 -0.005595   73882 0.000001 0.000681 0.000001
256 101134294135.000000  -0.002797 0.002603 74394  0.000004 0.000652 0.008674 -0.028137  0.280336 -0.022961   73907 0.000003 0.000634 0.000002
257 101140928429.500000  -0.002600 0.002989 74395  -0.000001 0.000662 -0.020314 -0.026372  -0.049460 0.004051   73923 0.000001 0.000644 0.000002
258 101147562724.000000  -0.003157 0.002987 74390  -0.000000 0.000705 -0.022977 -0.006690  -0.006724 0.000551   73900 0.000001 0.000686 0.000002
259 101154197018.500000  -0.002753 0.002518 74392  -0.000001 0.000664 0.014495 -0.050493  -0.099270 0.008131   73929 -0.000001 0.000647 -0.000009
260 101160831313.000000  -0.003526 0.003125 74384  0.000003 0.000679 -0.007359 0.035696  0.199983 -0.016380   73858 0.000002 0.000659 0.000003
261 101167465607.500000  -0.002641 0.002950 74385  -0.000004 0.000644 0.015300 0.056430  -0.264298 0.021647   73781 -0.000004 0.000623 -0.000007
262 101174099902.000000  -0.002976 0.002652 74388  0.000002 0.000651 -0.055098 -0.026284  0.145719 -0.011935   73899 0.000005 0.000633 0.000006
263 101180734196.500000  -0.002646 0.002780 74385  -0.000001 0.000664 0.048478 0.008135  -0.081161 0.006647   73851 -0.000002 0.000644 -0.000006
264 101187368491.000000  -0.003013 0.002887 74387  -0.000003 0.000662 -0.010848 0.003049  -0.252786 0.020704   73842 -0.000002 0.000642 -0.000001
265 101194002785.500000  -0.002803 0.002760 74385  -0.000002 0.000670 0.000304 -0.001089  -0.150106 0.012294   73828 -0.000002 0.000650 -0.000004
266 101200637080.000000  -0.002747 0.002710 74385  -0.000002 0.000675 -0.022729 0.019094  -0.150618 0.012336   73819 -0.000001 0.000654 0.000001
267 101207271374.500000  -0.002812 0.002680 74384  -0.000002 0.000662 0.010268 0.037289  -0.137145 0.011233   73806 -0.000003 0.000641 -0.000006
268 101213905669.000000  -0.002528 0.002937 74375  -0.000002 0.000668 0.015200 -0.032284  -0.171827 0.014074   73898 -0.000003 0.000651 -0.000001
269 101220539963.500000  -0.002479 0.002618 74376  0.000001 0.000663 -0.008396 -0.064841  0.107204 -0.008781   73939 0.000002 0.000647 0.000000
270 101227174258.000000  -0.002662 0.002808 74383  0.000000 0.000660 0.032813 -0.010822  0.015126 -0.001239   73867 -0.000002 0.000641 -0.000004
271 101233808552.500000  -0.002897 0.003114 74376  -0.000001 0.000643 0.024759 0.019833  -0.088224 0.007226   73887 -0.000002 0.000624 -0.000005
272 101240442847.000000  -0.002995 0.002792 74378  0.000002 0.000677 0.002778 -0.039334  0.119966 -0.009826   73921 0.000001 0.000659 0.000000
273 101247077141.500000  -0.002779 0.002866 74376  0.000003 0.000669 -0.006608 -0.006899  0.227344 -0.018621   73845 0.000004 0.000650 0.000006
274 101253711436.000000  -0.002771 0.002757 74380  -0.000003 0.000660 -0.001037 0.027210  -0.214892 0.017601   73801 -0.000002 0.000639 -0.000005
275 101260345730.500000  -0.002724 0.002648 74367  -0.000000 0.000654 0.008406 -0.053574  -0.008953 0.000733   73943 -0.000001 0.000639 -0.000000
276 101266980025.000000  -0.003052 0.002906 74369  -0.000000 0.000651 0.017737 0.003512  -0.018477 0.001513   73858 -0.000002 0.000632 -0.000001
277 101273614319.500000  -0.002970 0.003088 74363  -0.000001 0.000685 -0.001646 0.017852  -0.109316 0.008953   73822 -0.000001 0.000665 -0.000003
278 101280248614.000000  -0.002681 0.002766 74367  0.000001 0.000659 -0.030715 0.009291  0.083581 -0.006846   73848 0.000003 0.000639 0.000005
279 101286882908.500000  -0.002603 0.002876 74365  0.000001 0.000663 -0.010538 0.034077  0.063828 -0.005228   73771 0.000002 0.000642 0.000005
280 101293517203.000000  -0.003077 0.002786 74360  -0.000001 0.000688 0.006458 0.002877  -0.075500 0.006184   73841 -0.000002 0.000668 -0.000007
281 101300151497.500000  -0.002719 0.003512 74361  -0.000001 0.000716 0.001235 0.020481  -0.077554 0.006352   73802 -0.000000 0.000694 -0.000002
282 101306785792.000000  -0.003116 0.003169 74360  -0.000003 0.000751 0.021096 0.018228  -0.200068 0.016387   73782 -0.000004 0.000727 -0.000005
