# iz z min  max  N  mean sigma skew kurt sum sum  robust[N mean sig med]
185 88598690952.000000  -0.005057 0.043530 89505  0.000072 0.001804 9.942505 171.129926  6.417413 -0.462850   87795 -0.000029 0.001020 -0.000037
186 88604532999.000000  -0.003620 0.044806 89503  0.000040 0.001413 10.306505 227.599494  3.570725 -0.257535   87953 -0.000024 0.000899 -0.000020
187 88610375046.000000  -0.003147 0.024578 89497  0.000009 0.000904 4.090913 79.280382  0.781431 -0.056360   88272 -0.000014 0.000749 -0.000017
188 88616217093.000000  -0.003103 0.008773 89505  0.000004 0.000704 0.405228 3.445575  0.379695 -0.027385   88662 -0.000003 0.000663 -0.000004
189 88622059140.000000  -0.002836 0.002729 89504  -0.000002 0.000634 -0.004125 0.096864  -0.161383 0.011640   88751 -0.000001 0.000612 -0.000005
190 88627901187.000000  -0.002920 0.002372 89513  0.000001 0.000643 -0.015493 0.026401  0.115056 -0.008298   88834 0.000002 0.000623 0.000003
191 88633743234.000000  -0.002723 0.002680 89523  0.000001 0.000635 0.004421 0.029479  0.070123 -0.005058   88841 0.000001 0.000615 -0.000004
192 88639585281.000000  -0.002592 0.002535 89522  0.000000 0.000633 0.020057 0.033620  0.042134 -0.003039   88779 -0.000001 0.000611 -0.000001
193 88645427328.000000  -0.002434 0.002618 89523  0.000001 0.000621 0.036077 0.031275  0.091947 -0.006632   88814 -0.000002 0.000600 -0.000001
194 88651269375.000000  -0.002429 0.002484 89519  -0.000001 0.000622 -0.028508 -0.053306  -0.086763 0.006258   88967 0.000001 0.000607 0.000003
195 88657111422.000000  -0.002574 0.002682 89522  0.000001 0.000624 0.015325 0.034773  0.089657 -0.006466   88765 -0.000000 0.000603 0.000002
196 88662953469.000000  -0.002408 0.002527 89517  0.000001 0.000621 0.030589 -0.015882  0.116845 -0.008427   88877 -0.000001 0.000604 -0.000002
197 88668795516.000000  -0.002810 0.002489 89517  -0.000001 0.000643 -0.024567 -0.035917  -0.099342 0.007165   88955 -0.000000 0.000627 0.000002
198 88674637563.000000  -0.002637 0.002712 89526  -0.000001 0.000624 0.030533 0.027438  -0.105328 0.007597   88833 -0.000003 0.000604 -0.000006
199 88680479610.000000  -0.002572 0.002874 89530  0.000000 0.000644 0.027135 0.125278  0.023017 -0.001660   88686 -0.000002 0.000619 -0.000004
200 88686321657.000000  -0.002489 0.002399 89528  -0.000001 0.000619 -0.017792 -0.058022  -0.064633 0.004662   88961 -0.000001 0.000603 0.000000
201 88692163704.000000  -0.002778 0.002812 89523  -0.000007 0.000632 0.002008 0.072376  -0.586567 0.042306   88803 -0.000008 0.000611 -0.000007
202 88698005751.000000  -0.002520 0.002550 89525  0.000001 0.000612 0.028750 -0.055166  0.115808 -0.008353   88991 0.000000 0.000597 -0.000002
203 88703847798.000000  -0.002510 0.002860 89524  0.000001 0.000609 0.040957 0.114589  0.063728 -0.004596   88749 -0.000002 0.000587 -0.000000
204 88709689845.000000  -0.002913 0.002681 89524  0.000001 0.000636 -0.004937 0.025153  0.082895 -0.005979   88869 0.000002 0.000616 0.000002
205 88715531892.000000  -0.002713 0.002848 89521  -0.000001 0.000654 0.014390 -0.024373  -0.051619 0.003723   88940 -0.000001 0.000636 -0.000001
206 88721373939.000000  -0.002450 0.002813 89523  0.000002 0.000629 0.017716 0.023585  0.151973 -0.010961   88865 0.000000 0.000610 0.000000
207 88727215986.000000  -0.002440 0.002631 89532  0.000004 0.000628 -0.005612 -0.020906  0.332957 -0.024014   88923 0.000004 0.000611 0.000003
208 88733058033.000000  -0.003118 0.002657 89536  0.000001 0.000650 -0.010431 -0.013276  0.064050 -0.004620   88951 0.000001 0.000632 0.000002
209 88738900080.000000  -0.002636 0.002902 89531  -0.000000 0.000637 -0.004782 0.015565  -0.036832 0.002656   88885 0.000000 0.000617 0.000000
210 88744742127.000000  -0.002485 0.002640 89527  -0.000000 0.000632 -0.002848 -0.020510  -0.021403 0.001544   88897 -0.000001 0.000614 0.000002
211 88750584174.000000  -0.002585 0.002671 89530  -0.000001 0.000641 0.014986 -0.043224  -0.048357 0.003488   88963 -0.000001 0.000624 -0.000004
212 88756426221.000000  -0.002633 0.003092 89540  -0.000002 0.000620 -0.007140 0.022119  -0.204005 0.014714   88862 -0.000001 0.000601 -0.000004
213 88762268268.000000  -0.002480 0.002477 89545  0.000000 0.000619 0.024844 0.021736  0.037123 -0.002677   88851 -0.000001 0.000600 -0.000001
214 88768110315.000000  -0.002497 0.002862 89543  0.000002 0.000630 -0.022850 -0.048919  0.142623 -0.010287   89003 0.000002 0.000614 0.000005
215 88773952362.000000  -0.002559 0.002568 89542  -0.000001 0.000642 0.008397 0.009838  -0.112022 0.008079   88905 -0.000002 0.000623 -0.000004
216 88779794409.000000  -0.002827 0.002848 89542  0.000001 0.000632 0.043348 0.051141  0.057381 -0.004139   88842 -0.000002 0.000611 -0.000004
217 88785636456.000000  -0.002543 0.002564 89549  -0.000000 0.000624 -0.031329 0.033110  -0.000093 0.000007   88876 0.000001 0.000605 0.000002
218 88791478503.000000  -0.002911 0.002772 89548  0.000002 0.000642 0.006085 0.080257  0.136831 -0.009869   88832 0.000001 0.000620 -0.000000
219 88797320550.000000  -0.002477 0.002648 89545  0.000000 0.000630 -0.018653 -0.080923  0.023452 -0.001691   89043 0.000001 0.000616 0.000005
220 88803162597.000000  -0.002692 0.002535 89539  -0.000003 0.000636 -0.003244 -0.016717  -0.278075 0.020056   88944 -0.000003 0.000619 -0.000001
221 88809004644.000000  -0.002571 0.002725 89544  0.000002 0.000632 0.032530 -0.035167  0.166405 -0.012002   89026 0.000001 0.000617 -0.000002
222 88814846691.000000  -0.002725 0.002370 89548  -0.000003 0.000629 0.010628 -0.007689  -0.243432 0.017557   88900 -0.000004 0.000610 -0.000003
223 88820688738.000000  -0.003041 0.002717 89540  -0.000004 0.000626 0.008196 0.040601  -0.346054 0.024959   88891 -0.000005 0.000607 -0.000004
224 88826530785.000000  -0.002417 0.002597 89537  0.000005 0.000634 -0.006077 -0.006419  0.487553 -0.035164   88910 0.000004 0.000616 0.000013
225 88832372832.000000  -0.002574 0.002579 89537  0.000001 0.000637 0.024846 -0.000961  0.114085 -0.008228   88917 0.000001 0.000618 -0.000005
226 88838214879.000000  -0.002700 0.002478 89535  0.000000 0.000629 0.007597 -0.013609  0.026107 -0.001883   88928 0.000000 0.000611 -0.000001
227 88844056926.000000  -0.002643 0.002601 89539  0.000001 0.000630 -0.013214 0.030748  0.055920 -0.004033   88837 0.000002 0.000610 0.000001
228 88849898973.000000  -0.002945 0.002415 89535  -0.000001 0.000638 0.019385 -0.016974  -0.110480 0.007968   88935 -0.000001 0.000620 -0.000005
229 88855741020.000000  -0.002535 0.003100 89538  -0.000001 0.000630 0.025447 0.025595  -0.094306 0.006802   88909 -0.000001 0.000611 -0.000005
230 88861583067.000000  -0.002358 0.002661 89537  0.000002 0.000620 -0.003988 0.004377  0.178811 -0.012897   88887 0.000001 0.000601 0.000004
231 88867425114.000000  -0.002545 0.002640 89535  -0.000002 0.000619 -0.003582 0.013344  -0.139075 0.010031   88853 -0.000002 0.000600 -0.000000
232 88873267161.000000  -0.002620 0.002401 89536  0.000002 0.000620 0.002181 -0.040870  0.179862 -0.012972   88933 0.000002 0.000603 0.000000
233 88879109208.000000  -0.002990 0.002788 89526  0.000004 0.000629 -0.015302 0.034517  0.395720 -0.028541   88885 0.000006 0.000610 0.000008
234 88884951255.000000  -0.003022 0.002991 89533  -0.000003 0.000654 0.031372 -0.058300  -0.232663 0.016781   89007 -0.000004 0.000638 -0.000007
235 88890793302.000000  -0.002584 0.002549 89541  -0.000001 0.000645 -0.032764 -0.038796  -0.108929 0.007856   88983 0.000000 0.000628 0.000003
236 88896635349.000000  -0.002654 0.002550 89544  -0.000004 0.000638 0.014068 0.005502  -0.335885 0.024225   88926 -0.000005 0.000619 -0.000005
237 88902477396.000000  -0.002505 0.002612 89544  -0.000003 0.000632 0.014487 -0.009835  -0.284445 0.020515   88916 -0.000004 0.000614 -0.000005
238 88908319443.000000  -0.003002 0.002848 89548  0.000001 0.000654 0.008914 0.025154  0.060436 -0.004359   88919 0.000000 0.000634 0.000002
239 88914161490.000000  -0.002601 0.002839 89554  0.000002 0.000632 0.012496 0.001143  0.160097 -0.011547   88947 0.000001 0.000614 0.000002
240 88920003537.000000  -0.002955 0.002540 89553  0.000003 0.000643 0.015284 -0.022519  0.243362 -0.017552   88963 0.000002 0.000625 -0.000001
241 88925845584.000000  -0.002635 0.002794 89559  -0.000001 0.000637 0.010608 0.016632  -0.085258 0.006149   88912 -0.000002 0.000617 -0.000001
242 88931687631.000000  -0.002914 0.002687 89556  0.000001 0.000651 0.010242 0.013101  0.066276 -0.004780   88897 0.000002 0.000631 -0.000005
243 88937529678.000000  -0.003097 0.002417 89552  -0.000002 0.000641 -0.002879 -0.048060  -0.191849 0.013837   89036 -0.000001 0.000625 -0.000006
244 88943371725.000000  -0.002504 0.002964 89554  0.000000 0.000629 0.003901 0.019246  0.007693 -0.000555   88892 -0.000002 0.000610 0.000001
245 88949213772.000000  -0.002551 0.002420 89552  0.000001 0.000633 0.001938 0.025742  0.060120 -0.004336   88868 0.000001 0.000613 -0.000001
246 88955055819.000000  -0.002719 0.002672 89550  -0.000001 0.000642 0.023033 -0.031852  -0.060230 0.004344   88961 -0.000001 0.000625 -0.000001
247 88960897866.000000  -0.002706 0.002849 89546  -0.000001 0.000635 0.016302 0.027104  -0.063675 0.004593   88869 -0.000001 0.000616 -0.000002
248 88966739913.000000  -0.002563 0.002854 89533  0.000002 0.000635 0.020415 0.009357  0.141328 -0.010193   88852 0.000000 0.000615 0.000001
249 88972581960.000000  -0.002834 0.002959 89526  -0.000001 0.000646 -0.030676 0.003842  -0.058540 0.004222   88894 0.000000 0.000627 0.000006
250 88978424007.000000  -0.003242 0.002588 89524  -0.000000 0.000678 -0.026650 0.049229  -0.018498 0.001334   88837 0.000002 0.000657 0.000002
251 88984266054.000000  -0.002870 0.002997 89527  -0.000005 0.000638 -0.013019 0.025785  -0.445985 0.032166   88875 -0.000005 0.000619 -0.000005
252 88990108101.000000  -0.002534 0.002586 89523  -0.000001 0.000628 -0.001950 -0.007645  -0.072137 0.005203   88918 -0.000001 0.000610 0.000004
253 88995950148.000000  -0.002423 0.002669 89522  0.000002 0.000645 0.005954 -0.037768  0.196122 -0.014145   88947 0.000002 0.000628 0.000002
254 89001792195.000000  -0.002484 0.002565 89525  0.000000 0.000651 0.007051 -0.019088  0.014379 -0.001037   88928 -0.000000 0.000633 -0.000004
255 89007634242.000000  -0.002690 0.003668 89526  0.000007 0.000668 0.040976 0.033412  0.631187 -0.045524   88850 0.000006 0.000647 -0.000001
256 89013476289.000000  -0.002883 0.002896 89523  0.000001 0.000649 -0.018767 -0.021850  0.077466 -0.005587   88910 0.000001 0.000630 0.000006
257 89019318336.000000  -0.002965 0.002691 89520  0.000000 0.000648 -0.014537 0.116286  0.038376 -0.002768   88697 0.000001 0.000623 0.000000
258 89025160383.000000  -0.002726 0.002831 89514  -0.000003 0.000647 0.002361 0.059859  -0.251240 0.018120   88808 -0.000004 0.000625 -0.000004
259 89031002430.000000  -0.002656 0.002886 89511  -0.000006 0.000648 0.010392 0.009734  -0.520179 0.037517   88880 -0.000007 0.000629 -0.000005
260 89036844477.000000  -0.002794 0.002502 89510  0.000002 0.000642 -0.011527 0.009657  0.188827 -0.013619   88839 0.000002 0.000622 0.000004
261 89042686524.000000  -0.002786 0.002548 89512  0.000003 0.000650 -0.015705 0.034166  0.244765 -0.017653   88800 0.000003 0.000629 0.000005
262 89048528571.000000  -0.002672 0.003351 89510  -0.000000 0.000650 -0.030504 0.033022  -0.030572 0.002205   88896 0.000001 0.000631 0.000004
263 89054370618.000000  -0.002944 0.003508 89515  -0.000001 0.000698 0.017876 0.159590  -0.065121 0.004697   88792 -0.000002 0.000673 0.000001
264 89060212665.000000  -0.003281 0.006345 89514  0.000004 0.000770 0.196819 1.195186  0.335520 -0.024199   88585 -0.000004 0.000726 0.000003
265 89066054712.000000  -0.004075 0.013600 89511  0.000019 0.001072 1.778819 14.562300  1.706799 -0.123101   87832 -0.000021 0.000886 -0.000020
266 89071896759.000000  -0.004959 0.032415 89514  0.000046 0.001431 4.295776 59.734561  4.123627 -0.297413   87620 -0.000013 0.001050 0.000003
267 89077738806.000000  -0.006023 0.042390 89515  0.000061 0.001753 5.849040 87.621626  5.437090 -0.392145   87486 -0.000020 0.001172 -0.000007
268 89083580853.000000  -0.007957 0.039396 89516  0.000109 0.002333 5.539432 61.854500  9.734058 -0.702060   87079 -0.000014 0.001422 0.000029
269 89089422900.000000  -0.008557 0.048824 89522  0.000141 0.002789 5.783461 61.711599  12.599962 -0.908760   86877 -0.000035 0.001589 -0.000005
270 89095264947.000000  -0.009567 0.134366 89525  0.000197 0.003837 13.279849 302.162731  17.665706 -1.274122   87273 -0.000039 0.001705 -0.000017
271 89101106994.000000  -0.008435 0.140373 89524  0.000253 0.004614 15.310101 317.642879  22.649676 -1.633586   87024 -0.000028 0.001566 -0.000023
272 89106949041.000000  -0.009775 0.190042 89526  0.000243 0.005069 19.852222 517.866681  21.753940 -1.568982   86896 -0.000024 0.001478 -0.000008
273 89112791088.000000  -0.010277 0.189156 89524  0.000216 0.004651 21.907127 656.645040  19.338524 -1.394772   86805 -0.000043 0.001385 -0.000036
274 89118633135.000000  -0.009827 0.104332 89523  0.000167 0.003325 12.994854 260.005297  14.906374 -1.075108   87053 -0.000049 0.001366 -0.000050
275 89124475182.000000  -0.007299 0.147135 89522  0.000188 0.003574 17.084776 429.259831  16.835157 -1.214219   87400 -0.000044 0.001224 -0.000039
276 89130317229.000000  -0.009573 0.187793 89520  0.000219 0.004078 21.025125 618.754259  19.643329 -1.416756   87565 -0.000033 0.001101 -0.000044
277 89136159276.000000  -0.025352 0.147680 89516  0.000182 0.003630 19.812565 541.129454  16.320243 -1.177082   87244 -0.000023 0.001103 -0.000032
278 89142001323.000000  -0.006041 0.108990 89507  0.000153 0.003206 15.722051 351.054080  13.692437 -0.987554   86951 -0.000048 0.001203 -0.000055
279 89147843370.000000  -0.005426 0.071046 89503  0.000103 0.002448 12.604734 250.661567  9.257462 -0.667686   87488 -0.000048 0.001169 -0.000040
280 89153685417.000000  -0.003903 0.039881 89502  0.000054 0.001549 8.960055 157.539067  4.849539 -0.349768   87972 -0.000029 0.000956 -0.000033
281 89159527464.000000  -0.003593 0.035042 89503  0.000037 0.001253 8.172529 160.552495  3.280072 -0.236572   88061 -0.000016 0.000856 -0.000011
282 89165369511.000000  -0.004090 0.022389 89506  0.000013 0.000951 3.586763 60.959498  1.179230 -0.085051   88312 -0.000009 0.000788 -0.000014
283 89171211558.000000  -0.003552 0.010082 89511  0.000004 0.000721 0.589389 5.693245  0.348681 -0.025148   88510 -0.000006 0.000668 -0.000004
284 89177053605.000000  -0.003417 0.004108 89512  -0.000000 0.000674 0.058991 0.085901  -0.017974 0.001296   88905 -0.000003 0.000654 -0.000007
285 89182895652.000000  -0.002624 0.002443 89511  0.000002 0.000643 0.033224 -0.070252  0.152447 -0.010995   88982 0.000000 0.000627 -0.000000
286 89188737699.000000  -0.002475 0.002935 89514  0.000002 0.000637 0.029795 0.043655  0.135982 -0.009808   88806 0.000000 0.000616 -0.000003
287 89194579746.000000  -0.002582 0.002657 89517  0.000001 0.000638 0.002589 0.022202  0.103619 -0.007473   88805 0.000000 0.000617 0.000001
288 89200421793.000000  -0.002758 0.002845 89521  0.000001 0.000644 -0.014144 0.030438  0.106033 -0.007648   88858 0.000002 0.000624 0.000001
289 89206263840.000000  -0.002871 0.002761 89526  -0.000001 0.000643 -0.041095 -0.026208  -0.086674 0.006251   88970 0.000002 0.000626 0.000004
290 89212105887.000000  -0.002634 0.002601 89528  -0.000003 0.000637 -0.023998 -0.011072  -0.284838 0.020544   88943 -0.000001 0.000619 -0.000003
291 89217947934.000000  -0.002674 0.002718 89528  0.000001 0.000641 0.049485 -0.006296  0.117800 -0.008496   88919 -0.000002 0.000623 -0.000000
292 89223789981.000000  -0.002794 0.003239 89529  -0.000004 0.000674 -0.022240 -0.025346  -0.314895 0.022711   88947 -0.000002 0.000655 -0.000002
293 89229632028.000000  -0.002731 0.002741 89534  -0.000001 0.000639 0.041793 0.041512  -0.104559 0.007541   88886 -0.000004 0.000619 -0.000006
294 89235474075.000000  -0.002623 0.002596 89528  0.000002 0.000644 0.037577 0.051119  0.210240 -0.015163   88778 0.000001 0.000622 -0.000003
295 89241316122.000000  -0.002627 0.002764 89522  0.000001 0.000643 0.000074 -0.040595  0.067794 -0.004890   88978 0.000001 0.000627 0.000001
296 89247158169.000000  -0.002515 0.002990 89522  -0.000001 0.000623 -0.005580 0.057229  -0.102594 0.007399   88838 -0.000001 0.000603 0.000003
297 89253000216.000000  -0.002751 0.002902 89522  0.000000 0.000640 -0.016203 0.007595  0.043666 -0.003149   88872 0.000001 0.000621 0.000003
298 89258842263.000000  -0.002748 0.002969 89524  0.000001 0.000644 0.001814 -0.072107  0.047704 -0.003441   88999 0.000001 0.000628 0.000004
299 89264684310.000000  -0.002815 0.002668 89525  0.000002 0.000641 -0.006169 0.000331  0.145391 -0.010486   88896 0.000003 0.000623 -0.000002
300 89270526357.000000  -0.002775 0.002349 89524  -0.000001 0.000629 -0.029623 -0.044569  -0.072660 0.005241   88944 0.000001 0.000613 0.000003
301 89276368404.000000  -0.002577 0.003001 89522  0.000001 0.000652 0.011017 -0.001165  0.108296 -0.007811   88866 -0.000001 0.000633 -0.000001
302 89282210451.000000  -0.002467 0.002648 89521  0.000000 0.000642 -0.004184 -0.069017  0.011263 -0.000812   88985 0.000000 0.000626 0.000000
303 89288052498.000000  -0.002636 0.002891 89521  0.000004 0.000641 0.005839 0.086274  0.320376 -0.023107   88793 0.000003 0.000619 0.000005
304 89293894545.000000  -0.002741 0.002992 89523  0.000001 0.000632 -0.002293 0.058209  0.100335 -0.007237   88825 0.000001 0.000612 0.000001
305 89299736592.000000  -0.002782 0.002768 89521  0.000002 0.000632 -0.002281 0.026942  0.180889 -0.013046   88830 0.000002 0.000612 0.000003
306 89305578639.000000  -0.002923 0.002646 89521  -0.000001 0.000644 0.005646 0.005163  -0.087821 0.006334   88927 -0.000001 0.000625 -0.000001
307 89311420686.000000  -0.002674 0.002595 89521  0.000001 0.000657 0.013445 0.011521  0.091001 -0.006563   88873 0.000001 0.000637 0.000001
308 89317262733.000000  -0.003107 0.003104 89521  0.000003 0.000659 -0.042555 0.041749  0.253466 -0.018281   88926 0.000005 0.000640 0.000004
309 89323104780.000000  -0.002503 0.002863 89533  -0.000004 0.000650 -0.000249 0.075549  -0.314266 0.022666   88763 -0.000003 0.000627 -0.000005
310 89328946827.000000  -0.002678 0.002724 89541  -0.000000 0.000668 -0.002959 -0.014948  -0.004422 0.000319   88890 -0.000000 0.000649 0.000003
311 89334788874.000000  -0.002697 0.003033 89545  -0.000000 0.000660 -0.002627 0.069721  -0.034217 0.002468   88792 -0.000000 0.000637 0.000002
312 89340630921.000000  -0.002442 0.002718 89548  -0.000004 0.000638 0.034280 -0.017678  -0.331402 0.023902   88931 -0.000006 0.000620 -0.000007
313 89346472968.000000  -0.002838 0.002443 89553  0.000001 0.000628 0.026657 -0.033529  0.114744 -0.008276   89000 0.000000 0.000612 0.000001
314 89352315015.000000  -0.002792 0.002811 89555  0.000002 0.000642 0.027458 -0.005006  0.194516 -0.014029   88930 0.000001 0.000623 -0.000003
315 89358157062.000000  -0.002604 0.003309 89559  -0.000001 0.000655 0.003279 0.037371  -0.098950 0.007137   88889 -0.000002 0.000634 -0.000001
316 89363999109.000000  -0.002650 0.003364 89556  0.000003 0.000676 0.025855 0.047532  0.253941 -0.018315   88856 0.000000 0.000655 0.000003
317 89369841156.000000  -0.003210 0.002941 89558  -0.000002 0.000682 -0.002278 0.047042  -0.175146 0.012632   88865 -0.000002 0.000659 -0.000001
318 89375683203.000000  -0.002819 0.003573 89564  0.000000 0.000699 -0.033354 0.031967  0.012747 -0.000919   88905 0.000003 0.000678 0.000001
319 89381525250.000000  -0.003248 0.002782 89563  -0.000001 0.000724 -0.003048 0.016856  -0.049934 0.003601   88895 -0.000000 0.000702 -0.000001
320 89387367297.000000  -0.003122 0.003192 89564  -0.000004 0.000752 0.003135 0.024124  -0.360017 0.025966   88894 -0.000004 0.000729 -0.000003
321 89393209344.000000  -0.006126 0.010081 89536  0.000001 0.001544 0.046952 0.188554  0.131680 -0.009497   88875 -0.000005 0.001492 0.000001
