# iz z min  max  N  mean sigma skew kurt sum sum  robust[N mean sig med]
185 103032952165.500000  -0.005244 0.003829 77837  0.000003 0.001129 -0.119664 0.209823  0.266566 -0.022345   77133 0.000015 0.001083 0.000025
186 103039742013.000000  -0.004488 0.004463 77838  0.000011 0.001140 -0.016461 0.043413  0.842695 -0.070639   77232 0.000011 0.001102 0.000024
187 103046531860.500000  -0.005075 0.004713 77834  -0.000004 0.001153 -0.007442 0.076791  -0.323273 0.027098   77259 -0.000002 0.001116 -0.000022
188 103053321708.000000  -0.004654 0.004061 77831  0.000001 0.001099 -0.042946 0.024219  0.110241 -0.009241   77261 0.000008 0.001066 0.000003
189 103060111555.500000  -0.004846 0.004347 77831  -0.000006 0.001072 -0.122903 0.053949  -0.474949 0.039813   77272 0.000004 0.001038 0.000027
190 103066901403.000000  -0.004564 0.003771 77829  0.000004 0.001128 -0.051161 0.031933  0.348669 -0.029227   77269 0.000010 0.001094 0.000020
191 103073691250.500000  -0.004213 0.003923 77829  -0.000030 0.001128 -0.030407 0.009770  -2.359808 0.197812   77201 -0.000023 0.001092 -0.000040
192 103080481098.000000  -0.004341 0.004171 77821  0.000008 0.001161 -0.020542 0.062355  0.636440 -0.053350   77110 0.000013 0.001118 0.000008
193 103087270945.500000  -0.004278 0.004055 77822  0.000014 0.001102 -0.067422 0.146316  1.115122 -0.093475   77050 0.000017 0.001057 0.000031
194 103094060793.000000  -0.004148 0.004205 77820  0.000008 0.001134 0.085708 -0.040765  0.625833 -0.052461   77327 0.000000 0.001104 -0.000015
195 103100850640.500000  -0.004368 0.003722 77824  -0.000003 0.001118 -0.003444 -0.035444  -0.208941 0.017515   77273 -0.000000 0.001088 -0.000009
196 103107640488.000000  -0.004672 0.003956 77824  0.000011 0.001100 -0.015366 0.015921  0.881904 -0.073926   77293 0.000011 0.001068 0.000014
197 103114430335.500000  -0.005136 0.004616 77827  -0.000006 0.001077 -0.000240 0.272091  -0.453405 0.038007   77116 -0.000007 0.001033 -0.000017
198 103121220183.000000  -0.004996 0.004525 77826  -0.000007 0.001162 0.042500 -0.085724  -0.562186 0.047125   77436 -0.000010 0.001138 -0.000027
199 103128010030.500000  -0.004353 0.003986 77828  -0.000002 0.001088 0.027195 -0.122072  -0.118035 0.009894   77433 -0.000004 0.001066 -0.000009
200 103134799878.000000  -0.004482 0.004165 77825  -0.000001 0.001141 0.034564 -0.089526  -0.075353 0.006317   77411 -0.000000 0.001116 -0.000023
201 103141589725.500000  -0.003893 0.004365 77826  0.000006 0.001143 0.048831 0.024259  0.456243 -0.038245   77172 -0.000001 0.001105 -0.000006
202 103148379573.000000  -0.003933 0.004133 77805  0.000011 0.001140 0.019287 -0.143850  0.847650 -0.071054   77430 0.000011 0.001118 -0.000003
203 103155169420.500000  -0.004032 0.004088 77844  0.000017 0.001095 -0.063692 -0.095214  1.297405 -0.108755   77402 0.000024 0.001070 0.000025
204 103161959268.000000  -0.004931 0.004118 77830  0.000021 0.001156 -0.006851 0.038275  1.613523 -0.135254   77287 0.000024 0.001122 0.000015
205 103168749115.500000  -0.004595 0.004115 77837  0.000003 0.001120 0.002910 -0.039707  0.269791 -0.022615   77358 0.000006 0.001092 0.000002
206 103175538963.000000  -0.004193 0.004487 77839  0.000000 0.001103 0.031019 0.034872  0.023590 -0.001977   77231 -0.000001 0.001067 -0.000005
207 103182328810.500000  -0.004731 0.004466 77839  -0.000011 0.001197 0.016819 -0.032968  -0.864402 0.072459   77432 -0.000011 0.001169 -0.000021
208 103189118658.000000  -0.004977 0.004543 77841  -0.000008 0.001192 -0.071008 -0.053950  -0.588973 0.049371   77362 -0.000001 0.001161 0.000008
209 103195908505.500000  -0.004315 0.004200 77840  0.000020 0.001148 0.081153 -0.010341  1.536219 -0.128774   77297 0.000014 0.001115 -0.000003
210 103202698353.000000  -0.004650 0.004609 77836  0.000012 0.001099 -0.000507 -0.006325  0.938660 -0.078683   77297 0.000011 0.001067 0.000008
211 103209488200.500000  -0.004581 0.004772 77833  -0.000023 0.001183 -0.065057 0.037170  -1.797347 0.150663   77217 -0.000017 0.001144 -0.000002
212 103216278048.000000  -0.004364 0.004367 77834  -0.000023 0.001180 0.071113 0.026006  -1.779323 0.149152   77209 -0.000029 0.001143 -0.000044
213 103223067895.500000  -0.004213 0.004242 77824  0.000002 0.001157 -0.047691 -0.064998  0.172413 -0.014453   77351 0.000006 0.001129 0.000010
214 103229857743.000000  -0.003718 0.004314 77836  0.000024 0.001118 0.090818 -0.058958  1.898885 -0.159175   77340 0.000016 0.001090 0.000006
215 103236647590.500000  -0.004296 0.004368 77840  -0.000011 0.001139 -0.044712 -0.050059  -0.869127 0.072855   77329 -0.000005 0.001110 -0.000004
216 103243437438.000000  -0.005189 0.004055 77844  -0.000005 0.001141 -0.097506 0.015495  -0.354721 0.029735   77340 0.000005 0.001108 0.000019
217 103250227285.500000  -0.004693 0.004285 77846  0.000025 0.001176 -0.016148 -0.023777  1.976568 -0.165686   77274 0.000031 0.001141 0.000018
218 103257017133.000000  -0.004057 0.005512 77848  0.000014 0.001150 0.077126 0.163929  1.110008 -0.093047   77131 0.000010 0.001105 -0.000006
219 103263806980.500000  -0.005087 0.005041 77846  0.000005 0.001156 0.009280 0.103995  0.386532 -0.032401   77297 0.000004 0.001119 0.000008
220 103270596828.000000  -0.004556 0.004884 77845  -0.000011 0.001178 0.018293 -0.029170  -0.859861 0.072078   77374 -0.000013 0.001148 -0.000012
221 103277386675.500000  -0.004511 0.004369 77841  0.000011 0.001163 -0.000339 0.140606  0.824748 -0.069135   77094 0.000014 0.001116 0.000003
222 103284176523.000000  -0.004074 0.004222 77843  -0.000004 0.001159 0.085930 -0.142602  -0.324805 0.027227   77488 -0.000007 0.001138 -0.000033
223 103290966370.500000  -0.004203 0.004650 77832  0.000012 0.001191 -0.024562 0.030763  0.963664 -0.080779   77192 0.000017 0.001152 0.000009
224 103297756218.000000  -0.003984 0.004593 77844  -0.000004 0.001222 0.074555 -0.006472  -0.303435 0.025436   77254 -0.000013 0.001185 -0.000016
225 103304546065.500000  -0.004085 0.004559 77844  0.000003 0.001145 -0.018996 -0.031710  0.266820 -0.022366   77306 0.000004 0.001114 0.000006
226 103311335913.000000  -0.004301 0.004098 77845  -0.000008 0.001162 -0.091639 -0.156221  -0.639865 0.053637   77549 0.000000 0.001144 0.000015
227 103318125760.500000  -0.004820 0.004019 77845  -0.000005 0.001152 -0.116702 0.034932  -0.393613 0.032995   77253 0.000004 0.001116 0.000029
228 103324915608.000000  -0.004429 0.004255 77848  -0.000001 0.001202 -0.034211 -0.039751  -0.074288 0.006227   77356 0.000001 0.001171 0.000016
229 103331705455.500000  -0.004609 0.004233 77849  0.000004 0.001125 -0.085459 0.006431  0.345822 -0.028989   77345 0.000012 0.001093 0.000007
230 103338495303.000000  -0.004504 0.005053 77850  -0.000001 0.001144 0.041785 0.142992  -0.064296 0.005390   77258 -0.000005 0.001103 -0.000009
231 103345285150.500000  -0.004467 0.004825 77851  0.000007 0.001187 0.044436 -0.041592  0.569391 -0.047729   77339 0.000004 0.001155 -0.000003
232 103352074998.000000  -0.004839 0.004545 77852  0.000000 0.001161 -0.056632 0.046949  0.026310 -0.002205   77286 0.000010 0.001126 0.000001
233 103358864845.500000  -0.004224 0.004027 77851  0.000007 0.001096 -0.031714 -0.126473  0.555118 -0.046533   77448 0.000009 0.001074 0.000007
234 103365654693.000000  -0.004755 0.004485 77851  -0.000016 0.001220 0.031621 -0.047212  -1.216836 0.102002   77366 -0.000020 0.001189 -0.000013
235 103372444540.500000  -0.004409 0.004682 77854  0.000017 0.001155 0.057114 0.064645  1.318937 -0.110560   77231 0.000010 0.001116 0.000012
236 103379234388.000000  -0.004811 0.003815 77854  -0.000006 0.001141 -0.092439 -0.064317  -0.469328 0.039342   77362 0.000001 0.001112 0.000004
237 103386024235.500000  -0.004713 0.004410 77855  0.000012 0.001180 -0.106805 0.124458  0.913825 -0.076602   77123 0.000024 0.001133 0.000029
238 103392814083.000000  -0.004321 0.004616 77857  0.000011 0.001213 -0.031137 -0.133458  0.840003 -0.070413   77421 0.000010 0.001185 0.000016
239 103399603930.500000  -0.003861 0.004344 77858  -0.000005 0.001111 0.032026 -0.094755  -0.391193 0.032792   77454 -0.000007 0.001089 -0.000007
240 103406393778.000000  -0.004362 0.004032 77860  -0.000012 0.001134 -0.046097 -0.168307  -0.944076 0.079137   77538 -0.000006 0.001114 0.000002
241 103413183625.500000  -0.004720 0.005055 77864  0.000003 0.001102 0.125387 0.126743  0.224444 -0.018814   77279 -0.000008 0.001064 -0.000020
242 103419973473.000000  -0.004129 0.004102 77864  0.000006 0.001180 0.000599 -0.107538  0.466412 -0.039097   77424 0.000006 0.001155 -0.000004
243 103426763320.500000  -0.004781 0.003739 77860  0.000001 0.001102 -0.024953 0.017866  0.075862 -0.006359   77248 0.000002 0.001067 0.000004
244 103433553168.000000  -0.004558 0.004268 77858  0.000012 0.001186 0.036708 -0.092747  0.955258 -0.080075   77476 0.000011 0.001162 -0.000005
245 103440343015.500000  -0.004219 0.005164 77857  0.000017 0.001186 0.095188 0.120605  1.319700 -0.110624   77077 0.000006 0.001137 0.000005
246 103447132863.000000  -0.004392 0.004683 77856  -0.000009 0.001155 -0.000923 -0.090238  -0.676639 0.056719   77483 -0.000011 0.001131 -0.000009
247 103453922710.500000  -0.005377 0.004225 77855  -0.000010 0.001139 -0.021697 0.061762  -0.796678 0.066782   77307 -0.000010 0.001103 0.000002
248 103460712558.000000  -0.004524 0.004376 77855  0.000014 0.001166 -0.044065 -0.011135  1.073832 -0.090014   77342 0.000014 0.001134 0.000027
249 103467502405.500000  -0.004251 0.004512 77857  0.000005 0.001125 -0.087426 0.012412  0.404004 -0.033866   77324 0.000010 0.001092 0.000028
250 103474292253.000000  -0.004355 0.004132 77856  0.000003 0.001151 -0.060398 -0.037581  0.262615 -0.022014   77350 0.000015 0.001120 0.000008
251 103481082100.500000  -0.003862 0.003835 77857  -0.000006 0.001116 -0.042404 -0.145284  -0.500675 0.041969   77519 -0.000002 0.001097 -0.000010
252 103487871948.000000  -0.003887 0.004177 77857  0.000008 0.001139 0.008296 -0.106598  0.623123 -0.052233   77429 0.000005 0.001116 0.000009
253 103494661795.500000  -0.004462 0.004377 77857  -0.000006 0.001131 0.043484 -0.003952  -0.442291 0.037075   77353 -0.000011 0.001099 -0.000018
254 103501451643.000000  -0.003868 0.004055 77858  0.000013 0.001093 -0.032819 -0.063155  0.980836 -0.082219   77323 0.000012 0.001062 0.000034
255 103508241490.500000  -0.004271 0.004696 77859  -0.000022 0.001198 0.023788 0.091422  -1.677962 0.140656   77115 -0.000024 0.001152 -0.000026
256 103515031338.000000  -0.004065 0.004724 77862  -0.000006 0.001121 0.070826 -0.043648  -0.504225 0.042267   77354 -0.000011 0.001091 -0.000020
257 103521821185.500000  -0.004021 0.004548 77868  0.000002 0.001170 -0.071915 -0.110327  0.179229 -0.015024   77507 0.000003 0.001148 0.000033
258 103528611033.000000  -0.004864 0.004545 77875  -0.000008 0.001189 -0.030227 0.116963  -0.617660 0.051776   77115 -0.000007 0.001142 0.000016
259 103535400880.500000  -0.004566 0.004260 77874  -0.000011 0.001169 -0.071260 -0.016496  -0.848571 0.071132   77328 -0.000002 0.001135 0.000001
260 103542190728.000000  -0.003858 0.004237 77874  -0.000011 0.001138 0.005855 -0.047360  -0.894420 0.074975   77362 -0.000013 0.001109 -0.000003
261 103548980575.500000  -0.005005 0.004517 77876  0.000023 0.001195 0.026232 0.036745  1.812613 -0.151943   77291 0.000022 0.001157 0.000013
262 103555770423.000000  -0.004540 0.004167 77873  0.000013 0.001133 0.069427 0.017943  1.039610 -0.087146   77283 0.000011 0.001097 -0.000004
263 103562560270.500000  -0.004338 0.004423 77873  0.000000 0.001111 0.076671 0.208943  0.028638 -0.002401   77033 -0.000009 0.001060 -0.000010
264 103569350118.000000  -0.005515 0.005511 77871  0.000014 0.001164 0.089762 0.344902  1.096069 -0.091878   77162 0.000008 0.001113 -0.000005
265 103576139965.500000  -0.004031 0.005291 77870  -0.000003 0.001169 0.058430 0.003977  -0.195663 0.016402   77267 -0.000006 0.001133 -0.000016
266 103582929813.000000  -0.004235 0.007011 77867  0.000003 0.001179 0.181466 0.561468  0.203213 -0.017034   77135 -0.000013 0.001125 -0.000016
267 103589719660.500000  -0.004205 0.003918 77864  -0.000011 0.001146 -0.054691 -0.051963  -0.873850 0.073251   77337 -0.000007 0.001117 0.000005
268 103596509508.000000  -0.004026 0.004484 77865  0.000011 0.001181 0.039682 -0.098608  0.819857 -0.068725   77386 0.000007 0.001153 0.000001
269 103603299355.500000  -0.004903 0.003771 77867  -0.000006 0.001123 -0.066775 -0.047118  -0.477462 0.040023   77418 -0.000002 0.001097 0.000007
270 103610089203.000000  -0.004527 0.004452 77872  -0.000005 0.001144 -0.033523 -0.041617  -0.395120 0.033121   77354 -0.000003 0.001113 0.000010
271 103616879050.500000  -0.004972 0.003855 77871  -0.000012 0.001129 -0.128499 0.126012  -0.963365 0.080754   77143 0.000001 0.001086 0.000016
272 103623668898.000000  -0.004189 0.004859 77871  -0.000021 0.001222 0.004345 0.021838  -1.596971 0.133867   77250 -0.000020 0.001183 -0.000025
273 103630458745.500000  -0.003690 0.004084 77869  -0.000019 0.001116 -0.018694 -0.041974  -1.509655 0.126547   77314 -0.000022 0.001086 -0.000011
274 103637248593.000000  -0.004839 0.004074 77867  -0.000007 0.001219 -0.078812 -0.035149  -0.543636 0.045570   77349 0.000000 0.001185 0.000005
275 103644038440.500000  -0.004942 0.004737 77868  -0.000022 0.001238 0.005035 0.100743  -1.688103 0.141506   77149 -0.000017 0.001190 -0.000025
276 103650828288.000000  -0.016589 0.010573 77871  -0.000057 0.002780 -0.134200 0.725761  -4.427972 0.371176   77013 -0.000032 0.002626 -0.000083
