# iz z min  max  N  mean sigma skew kurt sum sum  robust[N mean sig med]
185 113316006600.000000  -0.008275 0.010889 69584  0.000003 0.002137 0.155645 0.313295  0.176097 -0.016513   68975 -0.000021 0.002050 -0.000037
186 113323602016.000000  -0.008637 0.014849 69581  0.000053 0.002119 0.503886 2.155641  3.685637 -0.345604   68913 0.000007 0.001967 -0.000020
187 113331197432.000000  -0.008534 0.024249 69584  0.000167 0.002599 1.810883 10.447200  11.596952 -1.087453   68012 0.000010 0.002041 0.000010
188 113338792848.000000  -0.007804 0.048641 69582  0.000426 0.004229 4.917837 36.924504  29.662699 -2.781488   67621 -0.000075 0.002234 -0.000073
189 113346388264.000000  -0.009271 0.085863 69578  0.000675 0.005921 7.202555 72.236318  46.964450 -4.403883   67129 -0.000090 0.002263 -0.000045
190 113353983680.000000  -0.009170 0.123183 69588  0.001114 0.008586 7.387813 68.574153  77.543619 -7.271309   67184 -0.000127 0.002432 -0.000176
191 113361579096.000000  -0.011638 0.188884 69582  0.001830 0.013354 7.721198 69.390875  127.335077 -11.940283   66585 -0.000124 0.002385 -0.000132
192 113369174512.000000  -0.010411 0.345223 69585  0.002690 0.020180 9.477678 108.103163  187.151350 -17.549289   66384 -0.000127 0.002599 -0.000089
193 113376769928.000000  -0.015963 0.465030 69580  0.003478 0.027856 10.749184 134.250219  241.982863 -22.690871   65478 -0.000049 0.002762 -0.000065
194 113384365344.000000  -0.016281 0.587990 69589  0.003748 0.031171 11.713395 160.416498  260.789642 -24.454393   65557 -0.000069 0.002916 -0.000050
195 113391960760.000000  -0.014188 0.659840 69582  0.003984 0.032361 11.910279 168.942715  277.227674 -25.995797   65689 -0.000100 0.003036 -0.000147
196 113399556176.000000  -0.013719 0.523521 69588  0.003733 0.027982 10.475129 131.177988  259.776113 -24.359354   65478 -0.000068 0.002804 -0.000056
197 113407151592.000000  -0.014477 0.365417 69591  0.003590 0.025464 8.926686 90.801018  249.805761 -23.424429   65894 -0.000058 0.002804 -0.000011
198 113414747008.000000  -0.013458 0.470078 69584  0.003424 0.025501 9.737966 112.702378  238.221199 -22.338138   65926 -0.000034 0.002694 0.000007
199 113422342424.000000  -0.014113 0.362748 69592  0.002969 0.023021 9.789815 110.960197  206.636540 -19.376426   66325 -0.000079 0.002788 -0.000082
200 113429937840.000000  -0.011403 0.346464 69585  0.002749 0.022143 9.919833 112.071825  191.282327 -17.936653   66229 -0.000083 0.002641 -0.000049
201 113437533256.000000  -0.010340 0.304029 69593  0.002135 0.017929 10.065277 117.566592  148.597649 -13.934086   66989 -0.000116 0.002548 -0.000134
202 113445128672.000000  -0.011234 0.285334 69584  0.001705 0.014924 10.936452 144.383119  118.621539 -11.123209   67092 -0.000041 0.002622 -0.000014
203 113452724088.000000  -0.009347 0.240009 69589  0.001355 0.012564 11.364874 153.207376  94.323939 -8.844810   67275 -0.000082 0.002269 -0.000118
204 113460319504.000000  -0.009790 0.164611 69586  0.000931 0.008690 10.823833 145.868232  64.754620 -6.072078   67477 0.000004 0.002375 0.000025
205 113467914920.000000  -0.008851 0.096127 69592  0.000436 0.005148 9.402232 126.298302  30.307419 -2.841944   67990 -0.000024 0.002294 -0.000059
206 113475510336.000000  -0.008635 0.044578 69595  0.000169 0.003016 3.752722 39.658992  11.730403 -1.099967   68396 0.000001 0.002266 -0.000006
207 113483105752.000000  -0.009617 0.014764 69594  0.000040 0.002370 0.123407 0.618016  2.754739 -0.258313   69051 0.000023 0.002268 0.000066
208 113490701168.000000  -0.007944 0.008346 69595  0.000017 0.002093 -0.023666 0.017257  1.209740 -0.113438   69101 0.000017 0.002030 0.000042
209 113498296584.000000  -0.008041 0.008205 69591  -0.000033 0.002233 -0.016125 -0.139713  -2.314715 0.217052   69274 -0.000032 0.002192 -0.000035
210 113505892000.000000  -0.009612 0.008028 69594  0.000044 0.002123 -0.051462 0.121216  3.052942 -0.286276   69033 0.000051 0.002049 0.000065
211 113513487416.000000  -0.008148 0.009197 69593  0.000027 0.002185 0.011212 -0.003766  1.853482 -0.173802   69123 0.000024 0.002122 0.000027
212 113521082832.000000  -0.007838 0.007683 69595  -0.000006 0.002055 -0.006850 -0.034971  -0.413491 0.038773   69131 -0.000011 0.001998 0.000008
213 113528678248.000000  -0.007360 0.007504 69594  -0.000013 0.002081 0.030072 -0.080863  -0.916720 0.085961   69176 -0.000024 0.002032 -0.000015
214 113536273664.000000  -0.008361 0.008095 69596  -0.000035 0.002128 0.025203 0.019918  -2.402731 0.225305   69017 -0.000036 0.002056 -0.000046
215 113543869080.000000  -0.008219 0.010084 69595  -0.000027 0.002148 0.049570 0.093595  -1.850812 0.173552   69107 -0.000043 0.002081 -0.000040
216 113551464496.000000  -0.008574 0.008029 69586  0.000013 0.002126 -0.024182 -0.078007  0.881687 -0.082676   69200 0.000022 0.002078 0.000014
217 113559059912.000000  -0.008651 0.009873 69588  0.000004 0.002188 0.056362 0.108773  0.247481 -0.023206   69010 0.000005 0.002107 -0.000019
218 113566655328.000000  -0.007628 0.007988 69579  -0.000009 0.002191 -0.067714 -0.142355  -0.629353 0.059015   69227 -0.000011 0.002146 0.000047
219 113574250744.000000  -0.006392 0.007814 69585  -0.000020 0.002042 0.126493 -0.004072  -1.369457 0.128415   69102 -0.000039 0.001985 -0.000085
220 113581846160.000000  -0.008569 0.008547 69585  0.000014 0.002199 0.043616 0.004327  0.994285 -0.093235   69011 0.000008 0.002126 -0.000038
221 113589441576.000000  -0.007295 0.008054 69594  0.000032 0.002196 0.108194 -0.085130  2.207083 -0.206959   69177 0.000021 0.002143 -0.000008
222 113597036992.000000  -0.008776 0.008729 69588  -0.000035 0.002293 0.024403 0.046468  -2.435674 0.228395   69044 -0.000043 0.002218 -0.000038
223 113604632408.000000  -0.009035 0.008272 69591  -0.000022 0.002118 -0.014959 0.064325  -1.499925 0.140649   69020 -0.000008 0.002045 -0.000030
224 113612227824.000000  -0.008014 0.008022 69588  0.000007 0.002105 -0.050537 0.068771  0.453581 -0.042533   69057 0.000019 0.002035 0.000011
225 113619823240.000000  -0.008050 0.008530 69582  0.000004 0.002193 0.012558 0.170073  0.266603 -0.025000   68845 0.000002 0.002097 -0.000001
226 113627418656.000000  -0.008478 0.007889 69589  0.000029 0.002148 0.007046 0.033156  2.000768 -0.187613   69072 0.000028 0.002081 0.000034
227 113635014072.000000  -0.007368 0.008955 69578  -0.000026 0.002156 0.092285 0.067974  -1.774665 0.166411   69029 -0.000043 0.002084 -0.000047
228 113642609488.000000  -0.006745 0.007605 69587  0.000008 0.002099 0.033471 -0.167489  0.583913 -0.054754   69327 -0.000000 0.002067 -0.000014
229 113650204904.000000  -0.009240 0.009511 69581  0.000007 0.002185 -0.012881 0.141624  0.504762 -0.047332   68888 0.000001 0.002100 0.000017
230 113657800320.000000  -0.007641 0.009406 69587  -0.000033 0.002162 -0.069344 -0.077906  -2.274994 0.213327   69218 -0.000018 0.002113 -0.000021
231 113665395736.000000  -0.007062 0.010842 69574  0.000008 0.002198 0.133500 0.035660  0.573435 -0.053771   69077 -0.000010 0.002131 -0.000069
232 113672991152.000000  -0.007157 0.008774 69588  -0.000004 0.002038 0.118202 0.053284  -0.292435 0.027422   69020 -0.000023 0.001968 -0.000040
233 113680586568.000000  -0.008695 0.006405 69605  0.000008 0.002095 -0.091370 -0.039940  0.552845 -0.051841   69194 0.000031 0.002042 0.000037
234 113688181984.000000  -0.007991 0.008827 69565  0.000006 0.002137 -0.037629 0.123083  0.444916 -0.041720   68957 0.000011 0.002056 0.000014
235 113695777400.000000  -0.007502 0.008856 69589  0.000040 0.002081 0.044369 0.128845  2.774900 -0.260204   68942 0.000023 0.002001 0.000048
236 113703372816.000000  -0.008227 0.007376 69585  0.000015 0.002149 -0.080770 0.022848  1.009607 -0.094671   69040 0.000039 0.002080 0.000049
237 113710968232.000000  -0.007770 0.008059 69588  0.000023 0.002083 0.006753 -0.211046  1.584391 -0.148569   69363 0.000024 0.002053 0.000043
238 113718563648.000000  -0.008608 0.007771 69582  0.000018 0.002228 -0.007103 -0.002139  1.271724 -0.119250   69062 0.000024 0.002165 0.000040
239 113726159064.000000  -0.007538 0.008136 69587  0.000041 0.002092 -0.019998 -0.033801  2.826536 -0.265046   69093 0.000046 0.002031 0.000037
240 113733754480.000000  -0.007907 0.007872 69581  -0.000010 0.002054 -0.053887 0.062437  -0.679385 0.063706   68992 0.000005 0.001983 0.000017
241 113741349896.000000  -0.008151 0.008472 69588  0.000027 0.002105 0.083082 0.008163  1.868226 -0.175185   69080 0.000014 0.002039 -0.000008
242 113748945312.000000  -0.008161 0.008311 69608  -0.000039 0.002158 -0.034309 -0.021175  -2.704395 0.253593   69130 -0.000030 0.002096 -0.000038
243 113756540728.000000  -0.008879 0.010552 69568  0.000011 0.002291 0.073351 0.266549  0.787084 -0.073805   68872 -0.000009 0.002188 -0.000018
244 113764136144.000000  -0.008325 0.009081 69591  -0.000006 0.002144 -0.016842 0.008263  -0.402681 0.037760   69120 -0.000005 0.002082 0.000007
245 113771731560.000000  -0.009721 0.009590 69584  -0.000078 0.002260 0.057569 0.234059  -5.396152 0.506000   68882 -0.000097 0.002160 -0.000086
246 113779326976.000000  -0.008554 0.009018 69582  -0.000071 0.002235 0.036449 -0.000057  -4.919881 0.461340   69118 -0.000080 0.002170 -0.000093
